SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC40584,28,7,3,9,3,6,0,10,3,60
SSC40585,222,358,385,320,373,268,202,246,39,2413
SSC40586,147,363,175,193,238,144,107,175,30,1574
SSC40587,26,22,29,23,24,16,13,15,0,168
SSC40588,9,0,0,3,0,0,6,3,0,28
SSC40589,33,100,51,50,61,33,37,45,4,413
SSC40590,0,0,0,0,0,0,0,0,0,0
SSC40591,9,27,11,21,8,4,3,3,4,99
SSC40592,71,79,64,59,57,53,26,74,13,492
SSC40593,16,5,4,0,3,4,0,4,0,37
SSC40594,37,29,32,27,26,32,16,35,3,241
SSC40595,101,237,224,193,226,145,115,201,26,1465
SSC40596,13,3,5,3,7,3,3,12,0,42
SSC40597,3,0,0,0,3,0,0,0,0,8
SSC40598,12,0,5,0,3,0,0,0,0,19
SSC40599,16,20,9,3,5,4,3,10,0,66
SSC40600,0,0,0,0,0,0,0,0,0,3
SSC40601,271,629,488,411,476,325,187,316,53,3153
SSC40602,13,0,0,0,0,3,0,0,0,22
SSC40603,0,0,0,0,0,0,0,0,0,3
SSC40604,3,0,0,0,0,0,0,0,0,11
SSC40605,33,62,48,35,45,26,15,23,3,284
SSC40606,179,355,121,177,226,104,31,76,18,1284
SSC40607,17,4,3,7,6,3,3,6,0,43
SSC40608,0,0,0,0,0,0,3,0,0,3
SSC40609,23,41,42,16,40,18,12,21,0,210
SSC40610,104,142,289,273,193,197,136,213,26,1583
SSC40611,169,330,52,58,100,63,9,22,14,826
SSC40612,28,10,8,8,3,10,3,12,0,91
SSC40613,217,429,570,528,516,352,337,486,59,3498
SSC40614,41,54,37,17,24,14,6,11,4,207
SSC40615,7,11,16,0,3,0,17,6,0,53
SSC40616,7,0,0,0,0,0,0,3,0,13
SSC40617,4,0,0,0,3,0,0,0,0,5
SSC40618,41,21,27,14,19,14,8,13,7,164
SSC40619,9,0,0,4,0,0,0,0,3,23
SSC40620,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,7,3,0,0,7,8,0,32
SSC40622,41,100,41,15,35,20,7,16,5,278
SSC40623,8,0,0,0,0,0,0,0,0,9
SSC40624,4,0,0,3,0,3,3,0,0,15
SSC40625,0,0,0,0,0,0,0,0,0,0
SSC40626,3,24,3,17,5,0,0,6,0,70
SSC40627,16,0,3,3,3,0,0,3,0,31
SSC40628,0,0,3,0,0,0,0,0,0,5
SSC40629,127,129,132,65,71,65,58,83,5,739
SSC40630,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,5
SSC40632,12,22,25,21,25,36,25,23,0,189
SSC40633,37,9,22,8,9,16,7,33,0,139
SSC40634,34,4,3,3,8,3,0,6,0,56
SSC40635,3,0,0,0,0,0,0,0,0,3
SSC40636,94,214,36,44,85,54,3,23,13,560
SSC40637,0,0,0,0,0,0,0,0,0,0
SSC40638,3,0,0,0,5,0,3,3,0,15
SSC40639,29,35,16,13,18,9,11,8,7,141
SSC40640,113,153,159,140,126,146,79,141,19,1083
SSC40641,12,4,3,0,3,0,3,3,0,33
SSC40642,4,0,0,0,0,0,0,4,0,10
SSC40643,7,0,0,0,0,0,0,3,0,14
SSC40644,67,15,33,15,12,18,18,29,3,203
SSC40645,30,30,37,26,30,11,9,14,3,192
SSC40646,15,3,3,0,0,0,0,0,0,20
SSC40647,0,7,0,0,0,0,0,6,0,13
SSC40648,3,3,3,0,3,0,0,0,0,9
SSC40649,12,17,0,16,3,3,0,6,0,55
SSC40650,81,91,90,48,68,43,28,43,3,487
SSC40651,9,15,8,3,3,0,5,10,0,63
SSC40652,0,0,0,0,3,0,0,0,0,6
SSC40653,0,0,0,0,0,0,0,0,0,3
SSC40654,45,51,69,36,48,22,39,51,0,372
SSC40655,11,3,0,3,0,0,0,0,0,20
SSC40656,3,3,0,4,0,3,0,0,0,12
SSC40657,4,0,0,0,0,0,0,0,0,3
SSC40658,9,0,6,0,3,3,6,0,0,31
SSC40659,5,0,0,0,0,0,0,0,0,4
SSC40660,138,161,187,169,138,103,94,204,14,1224
SSC40661,19,0,3,15,8,0,0,9,0,60
SSC40662,7,0,0,0,0,0,0,0,0,12
SSC40663,19,9,0,0,3,0,0,3,0,35
SSC40664,79,23,19,24,13,14,14,20,0,191
SSC40665,17,0,0,0,0,0,3,0,0,22
SSC40666,0,0,0,0,0,0,0,0,0,0
SSC40667,31,0,0,0,3,0,0,4,0,46
SSC40668,144,69,112,48,69,63,55,95,9,679
SSC40669,4,0,0,0,0,0,0,0,0,6
SSC40670,23,0,4,0,0,0,4,3,0,40
SSC40671,109,299,69,96,105,68,15,59,11,822
SSC40672,170,429,104,127,169,87,19,35,15,1164
SSC40673,193,468,75,117,152,114,20,62,15,1219
SSC40674,98,184,40,55,63,39,17,29,9,525
SSC40675,32,21,22,15,21,17,11,15,4,158
SSC40676,6,3,3,6,3,3,3,6,0,35
SSC40677,17,0,0,0,9,0,0,3,0,37
SSC40678,84,104,112,64,92,33,34,48,4,571
SSC40679,36,87,42,57,54,32,18,41,3,371
SSC40680,0,0,0,0,0,0,0,0,0,0
SSC40681,33,19,29,13,3,8,14,30,0,158
SSC40682,19,4,0,3,4,0,0,3,0,31
SSC40683,3,0,0,0,0,0,0,3,0,5
SSC40684,189,333,195,155,299,193,78,116,19,1583
SSC40685,18,0,0,0,0,0,0,3,0,29
SSC40686,142,274,233,236,160,164,167,397,44,1824
SSC40687,50,149,94,90,86,68,47,91,8,682
SSC40688,59,36,41,28,28,29,22,34,3,287
SSC40689,0,0,0,0,0,0,0,0,0,3
SSC40690,36,92,17,23,29,14,5,8,4,221
SSC40691,110,106,107,96,84,90,40,139,8,789
SSC40692,5,8,3,0,0,0,4,4,0,22
SSC40693,21,17,13,12,19,6,4,24,0,122
SSC40694,41,81,25,38,34,18,6,15,5,269
SSC40695,109,50,78,59,50,71,29,115,10,575
SSC40696,158,403,74,115,150,90,8,55,4,1059
SSC40697,250,745,332,331,386,265,124,283,47,2769
SSC40698,11,3,0,4,0,0,0,4,0,20
SSC40699,3,0,0,0,0,0,0,0,0,4
SSC40700,0,0,0,0,0,0,0,3,0,4
SSC40701,3,0,0,0,0,0,0,0,0,8
SSC40702,41,5,16,9,6,12,4,19,3,119
SSC40703,0,0,0,0,0,0,0,0,0,0
SSC40704,32,15,16,10,8,3,0,11,0,92
SSC40705,22,3,3,4,3,5,8,3,0,44
SSC40706,16,0,0,0,0,0,0,4,0,31
SSC40707,0,0,3,11,0,0,0,3,0,18
SSC40708,0,0,0,0,0,0,0,0,0,3
SSC40709,15,3,0,3,0,4,0,3,0,28
SSC40710,11,3,3,0,4,3,4,4,0,28
SSC40711,0,0,3,0,0,0,0,0,0,6
SSC40712,27,3,0,3,3,0,0,0,0,37
SSC40713,14,3,3,3,3,0,0,3,0,36
SSC40714,24,6,14,8,15,3,12,15,3,111
SSC40715,3,0,0,0,0,0,0,0,0,3
SSC40716,10,8,4,3,7,3,4,3,0,39
SSC40717,4,0,0,0,0,0,0,0,0,3
SSC40718,33,22,46,13,33,12,16,34,0,214
SSC40719,24,18,7,13,7,5,5,7,4,95
SSC40720,0,0,3,0,0,0,0,0,0,10
SSC40721,5,4,0,0,0,3,0,6,0,23
SSC40722,127,332,156,189,190,131,73,194,13,1394
SSC40723,22,3,4,0,6,4,0,6,4,54
SSC40724,12,8,9,3,3,0,3,5,0,38
SSC40725,15,3,7,0,3,3,7,6,0,55
SSC40726,5,0,3,0,3,0,5,0,0,20
SSC40727,10,3,0,5,0,0,0,4,0,26
SSC40728,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0
SSC40731,0,0,0,0,0,0,0,3,0,3
SSC40732,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0
SSC40737,15,0,0,3,0,0,4,3,0,28
SSC40738,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,3
SSC40740,143,35,48,21,34,32,33,55,3,398
SSC40741,89,37,21,24,17,13,12,34,10,245
SSC40742,0,0,0,0,0,0,0,0,0,0
SSC40743,240,444,278,260,326,181,93,158,29,2010
SSC40744,187,310,271,229,273,151,124,174,28,1747
SSC40745,74,46,50,32,27,23,23,34,3,317
SSC40746,0,0,0,0,0,0,3,0,0,11
SSC40747,16,3,6,3,0,0,3,9,0,42
SSC40748,94,248,41,50,65,55,10,15,12,580
SSC40749,25,3,3,4,10,7,4,13,0,65
SSC40750,10,4,0,0,3,3,0,3,0,26
SSC40751,17,14,16,11,8,9,13,19,0,106
SSC40752,4,6,0,0,4,0,0,4,0,23
SSC40753,74,52,34,21,29,15,15,19,4,256
SSC40754,182,145,269,167,191,148,172,214,30,1519
SSC40755,41,14,10,12,15,4,10,19,3,121
SSC40756,3,0,0,0,4,0,0,0,0,5
SSC40757,0,0,0,0,0,0,0,0,0,5
SSC40758,100,341,64,52,102,44,9,38,17,766
SSC40759,0,0,0,0,0,0,0,0,0,3
SSC40760,5,0,0,8,0,0,0,6,0,17
SSC40761,34,11,14,8,4,4,11,12,0,91
SSC40762,0,0,0,0,0,0,0,3,0,0
SSC40763,189,341,214,189,230,172,48,139,28,1551
SSC40764,151,170,210,137,148,92,65,197,12,1184
SSC40765,38,0,3,0,5,0,0,6,0,59
SSC40766,16,9,3,0,6,0,3,14,0,57
SSC40767,60,9,8,3,11,3,8,23,0,136
SSC40768,378,716,329,232,466,278,83,172,43,2697
SSC40769,7,4,7,0,5,11,0,3,0,46
SSC40770,3,3,0,3,4,3,3,7,0,29
SSC40771,17,61,20,14,19,16,7,8,0,158
SSC40772,0,0,5,0,4,3,0,0,0,10
SSC40773,11,9,6,3,8,4,3,8,3,50
SSC40774,50,39,46,31,20,21,32,61,6,304
SSC40775,9,4,0,0,0,0,3,6,0,22
SSC40776,4,0,5,0,8,0,0,0,0,16
SSC40777,7,4,9,0,0,0,0,0,0,23
SSC40778,22,12,23,16,15,3,0,3,3,99
SSC40779,40,32,29,24,30,24,10,23,3,217
SSC40780,32,7,11,5,16,3,9,19,0,90
SSC40781,139,407,97,109,161,91,27,40,4,1079
SSC40782,290,271,262,239,201,191,136,341,25,1956
SSC40783,88,51,45,40,50,34,26,71,6,406
SSC40784,92,22,33,30,22,16,27,46,3,299
SSC40785,0,0,0,0,0,0,0,0,0,5
SSC40786,3,0,0,0,0,0,0,4,0,10
SSC40787,130,150,158,102,109,77,50,120,14,918
SSC40788,21,38,13,8,9,7,0,3,6,115
SSC40789,33,13,6,9,7,4,8,28,0,119
SSC40790,19,3,7,4,7,3,0,9,3,52
SSC40791,105,147,109,74,79,59,44,71,11,704
SSC40792,28,29,34,26,24,21,40,22,3,236
SSC40793,30,5,4,5,0,3,3,0,0,62
SSC40794,8,0,0,0,0,0,0,3,0,14
SSC40795,11,4,3,4,4,4,4,3,0,36
SSC40796,4,0,0,0,0,0,0,0,0,5
SSC40797,483,1229,411,438,566,374,114,292,66,3980
SSC40798,0,0,0,0,0,0,0,0,0,0
SSC40799,130,52,69,52,62,32,37,65,7,503
SSC40800,4,3,0,0,0,0,0,0,0,10
SSC40801,15,4,0,0,3,0,3,0,0,23
SSC40802,71,28,64,35,39,38,49,67,11,407
SSC40803,3,0,0,0,0,0,0,3,0,8
SSC40804,3,0,0,0,0,0,0,3,0,6
SSC40805,229,485,71,95,149,111,22,51,19,1231
SSC40806,4,4,0,0,3,0,0,0,0,8
SSC40807,17,3,0,0,0,3,0,0,0,32
SSC40808,0,0,0,0,0,0,0,0,0,0
SSC40809,18,3,3,4,3,0,0,6,0,41
SSC40810,98,191,76,70,109,65,17,44,7,669
SSC40811,116,83,165,128,88,99,76,144,14,900
SSC40812,27,4,8,6,3,7,6,10,0,65
SSC40813,102,250,221,244,131,103,126,277,40,1494
SSC40814,9,0,0,0,0,0,0,0,0,12
SSC40815,17,3,0,0,0,0,0,3,0,27
SSC40816,14,5,11,3,3,3,0,5,0,47
SSC40817,5,16,5,3,6,4,0,0,0,33
SSC40818,27,4,0,3,3,0,0,8,0,49
SSC40819,101,356,108,123,166,98,30,103,18,1111
SSC40820,154,354,149,104,150,81,34,47,29,1101
SSC40821,162,351,180,230,237,152,64,118,18,1508
SSC40822,17,5,9,9,0,3,0,10,0,67
SSC40823,3,0,3,0,3,0,0,0,0,18
SSC40824,0,0,0,0,0,0,0,0,0,0
SSC40825,13,0,7,5,7,4,0,9,0,46
SSC40826,73,197,103,107,110,81,47,109,6,837
SSC40827,4,0,0,0,0,0,0,0,0,3
SSC40828,23,0,4,0,8,3,0,7,0,58
SSC40829,6,4,3,8,3,0,3,13,0,45
SSC40830,37,110,24,31,26,25,3,23,0,276
SSC40831,0,0,0,0,0,0,0,0,0,4
SSC40832,66,106,94,75,62,60,26,63,6,558
SSC40833,3,3,7,0,0,5,0,4,0,25
SSC40834,0,0,0,0,0,0,0,0,0,0
SSC40835,895,1716,800,837,1012,655,341,549,103,6911
SSC40836,3,0,0,0,0,0,0,0,0,4
SSC40837,108,283,81,81,106,59,11,35,15,775
SSC40838,0,0,0,0,0,0,0,0,3,6
SSC40839,9,0,0,0,0,0,0,4,0,10
SSC40840,80,106,85,75,68,65,32,78,5,590
SSC40841,3,7,3,0,0,3,0,3,0,23
SSC40842,130,145,133,87,123,67,47,64,7,798
SSC40843,267,311,239,179,198,186,70,154,21,1636
SSC40844,113,118,127,94,84,61,43,82,3,727
SSC40845,106,212,28,33,58,52,4,12,8,523
SSC40846,40,55,11,16,17,23,0,10,4,180
SSC40847,55,24,13,14,16,3,8,26,0,165
SSC40848,108,277,134,121,138,100,35,91,9,1013
SSC40849,6,0,0,0,0,0,0,0,0,5
SSC40850,3,0,0,0,0,0,0,0,0,8
SSC40851,89,38,62,54,42,46,39,87,9,470
SSC40852,3,4,0,0,0,0,0,0,0,9
SSC40853,4,0,0,0,0,0,0,6,0,13
SSC40854,27,5,5,4,5,0,9,5,0,58
SSC40855,4,0,0,0,0,0,0,0,0,9
SSC40856,3,0,0,0,0,3,0,0,3,12
SSC40857,9,0,0,0,0,3,5,6,0,24
SSC40858,15,8,4,0,0,0,0,4,0,32
SSC40859,9,0,5,7,0,0,0,0,0,24
SSC40860,6,0,0,0,0,0,0,3,0,4
SSC40861,0,0,0,0,0,0,0,0,0,4
SSC40862,77,97,78,80,67,30,23,59,3,526
SSC40863,3,0,0,0,3,0,0,0,0,7
SSC40864,43,32,29,18,31,18,11,18,0,192
SSC40865,41,31,61,48,35,20,32,56,3,328
SSC40866,268,674,267,248,277,204,64,173,33,2207
SSC40867,0,3,0,0,4,0,0,0,0,7
SSC40868,18,3,3,0,4,0,0,5,0,37
SSC40869,11,8,12,3,9,11,3,3,0,64
SSC40870,230,201,309,269,199,189,213,331,25,1961
SSC40871,186,416,71,89,123,92,13,33,19,1056
SSC40872,15,4,3,3,0,3,3,3,0,31
SSC40873,17,16,0,17,3,0,0,8,0,66
SSC40874,5,5,0,0,0,0,0,3,0,16
SSC40875,0,0,0,0,0,0,0,0,0,0
SSC40876,11,0,0,0,0,0,0,3,0,13
SSC40877,17,3,12,0,3,0,6,8,0,52
SSC40878,27,8,9,6,9,3,7,15,0,69
SSC40879,86,53,55,50,42,43,26,67,8,428
SSC40880,32,15,4,8,4,0,5,14,0,83
SSC40881,24,11,16,13,12,9,3,12,0,98
SSC40882,0,0,0,0,0,0,0,3,0,4
SSC40883,4,7,0,4,0,0,3,0,0,24
SSC40884,123,339,51,93,106,55,16,37,7,821
SSC40885,17,3,0,0,6,3,0,0,0,29
SSC40886,175,492,262,333,299,216,100,259,37,2180
SSC40887,4,0,0,0,3,0,0,3,0,17
SSC40888,129,225,229,205,168,150,68,117,15,1296
SSC40889,0,0,0,0,0,0,0,0,0,3
SSC40890,30,12,9,5,18,8,12,23,3,121
SSC40891,192,372,333,317,323,212,157,278,21,2204
SSC40892,303,554,522,390,601,352,211,353,46,3334
SSC40893,231,493,426,338,466,261,155,277,42,2691
SSC40894,4,0,0,0,0,0,0,0,0,11
SSC40895,12,12,19,8,11,4,6,15,3,83
SSC40896,18,9,8,3,12,4,10,10,0,68
SSC40897,97,69,79,71,65,55,50,106,5,599
SSC40898,35,9,3,3,3,4,3,8,0,64
SSC40899,0,0,0,0,0,0,0,0,0,3
SSC40900,27,45,16,9,16,7,7,14,8,142
SSC40901,7,3,0,0,0,0,0,0,0,8
SSC40902,16,6,11,7,11,7,3,14,0,70
SSC40903,0,0,0,0,0,0,0,4,0,3
SSC40904,10,0,0,0,0,0,0,0,0,14
SSC40905,0,0,0,0,0,0,0,0,0,0
SSC40906,22,29,28,34,22,13,12,20,0,183
SSC40907,93,99,130,104,95,72,52,130,14,790
SSC40908,3,5,15,13,6,9,3,13,0,67
SSC40909,58,57,52,38,56,29,41,40,7,383
SSC40910,14,0,0,0,3,0,0,3,0,18
SSC40911,16,7,8,8,8,6,4,26,0,73
SSC40912,8,4,3,3,10,4,17,14,4,76
SSC40913,20,5,3,0,0,0,3,7,0,44
SSC40914,5,3,0,0,0,0,0,0,0,12
SSC40915,30,8,24,20,16,10,14,36,3,158
SSC40916,4,0,0,0,0,0,0,0,0,11
SSC40917,772,1068,1659,1460,1395,1107,755,1319,136,9671
SSC40918,0,0,0,0,0,0,0,0,0,0
SSC40919,125,294,172,179,206,123,45,129,18,1298
SSC40920,7,0,0,0,0,0,0,0,3,9
SSC40921,7,0,0,0,0,0,0,0,0,13
SSC40922,28,9,5,0,3,7,3,4,4,68
SSC40923,744,1215,912,820,874,761,337,687,89,6434
SSC40924,0,0,0,0,0,0,0,0,0,4
SSC40925,17,18,9,13,8,14,3,12,0,92
SSC40926,13,8,5,3,6,4,7,4,0,50
SSC40927,26,3,9,3,3,7,0,19,3,68
SSC40928,17,4,7,5,8,4,0,4,3,50
SSC40929,3,0,0,0,0,0,0,0,0,3
SSC40930,9,7,16,4,5,13,17,34,0,111
SSC40931,18,3,0,3,0,0,0,4,0,25
SSC40932,0,0,0,0,0,0,0,0,0,0
SSC40933,78,86,122,107,87,55,56,77,7,681
SSC40934,8,0,0,0,0,0,0,0,0,9
SSC40935,12,15,3,4,5,7,3,9,0,69
SSC40936,15,0,0,0,0,0,0,4,0,18
SSC40937,3,0,0,0,0,0,0,0,0,3
SSC40938,0,3,0,0,0,3,0,3,0,14
SSC40939,8,15,28,0,8,0,52,10,0,128
SSC40940,1056,1603,1618,1417,1294,1401,1097,1535,153,11181
SSC40941,19,41,14,11,12,4,3,9,3,126
SSC40942,8,0,0,0,0,0,0,5,0,25
SSC40943,32,13,6,7,13,0,0,6,0,76
SSC40944,0,0,0,0,0,0,0,0,0,0
SSC40945,23,13,11,8,7,5,3,8,3,86
SSC40946,0,4,3,3,4,4,0,4,0,26
SSC40947,0,0,0,0,0,0,0,0,0,8
SSC40948,22,8,3,0,0,0,3,3,0,40
SSC40949,4,10,6,0,0,3,0,7,0,30
SSC40950,0,0,0,0,0,0,0,0,0,3
SSC40951,43,80,10,19,27,12,4,19,3,215
SSC40952,78,65,74,52,44,31,30,74,6,461
SSC40953,49,21,12,5,13,7,10,12,0,134
SSC40954,7,0,3,0,0,0,0,3,0,13
SSC40955,5,0,0,0,3,3,3,3,0,12
SSC40956,76,75,63,32,40,19,22,34,5,363
SSC40957,5,0,0,0,0,0,0,0,0,7
SSC40958,7,0,0,0,0,0,0,3,0,13
SSC40959,14,3,0,0,3,0,0,3,0,20
SSC40960,6,0,0,7,4,0,0,3,0,18
SSC40961,4,6,0,3,0,0,3,8,0,32
SSC40962,15,22,30,10,15,3,33,10,0,143
SSC40963,0,0,0,0,0,0,0,0,0,0
SSC40964,0,0,3,0,3,0,0,3,0,14
SSC40965,0,0,0,0,0,0,0,0,0,0
SSC40966,19,0,8,6,4,3,5,10,0,64
SSC40967,81,34,31,10,16,22,14,42,4,255
SSC40968,20,5,0,4,0,4,0,8,0,45
SSC40969,11,0,6,0,0,0,3,9,0,26
SSC40970,113,143,188,231,169,159,189,219,22,1434
SSC40971,13,4,17,11,13,12,10,8,3,94
SSC40972,219,241,435,374,331,309,255,395,45,2609
SSC40973,6,6,4,0,3,3,0,3,3,31
SSC40974,17,0,0,3,3,0,0,6,0,34
SSC40975,7,0,0,0,0,0,0,0,0,10
SSC40976,0,0,0,0,0,0,0,3,0,3
SSC40977,0,12,3,0,0,0,0,0,0,20
SSC40978,3,0,0,0,0,3,0,0,0,11
SSC40979,432,440,659,684,503,589,419,1556,98,5381
SSC40980,63,56,89,68,63,68,50,86,11,558
SSC40981,10,3,18,5,8,3,4,8,0,63
SSC40982,8,9,23,17,9,8,6,14,0,100
SSC40983,4,0,0,0,0,3,0,3,0,21
SSC40984,29,6,5,4,17,4,3,22,0,92
SSC40985,3,0,0,3,0,0,0,0,0,10
SSC40986,79,192,79,57,48,38,14,39,7,547
SSC40987,44,24,34,24,20,22,17,45,11,244
SSC40988,67,44,49,42,36,38,38,50,3,358
SSC40989,8,7,0,3,0,0,0,0,0,21
SSC40990,179,466,75,108,127,96,23,62,15,1152
SSC40991,0,0,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0,0,0
SSC40994,158,370,111,105,167,97,43,81,13,1147
SSC40995,10,0,3,0,5,0,0,3,0,23
SSC40996,275,482,429,367,350,252,157,286,25,2631
SSC40997,6,0,0,0,0,0,0,0,0,13
SSC40998,19,17,18,5,15,9,9,10,3,100
SSC40999,16,9,14,19,15,12,34,54,3,170
SSC41000,14,0,0,3,4,0,3,3,0,32
SSC41001,19,41,35,30,30,16,42,32,0,251
SSC41002,386,325,431,233,277,319,169,727,33,2894
SSC41003,21,3,0,0,3,0,0,4,0,34
SSC41004,15,11,3,3,7,0,5,19,0,62
SSC41005,9,0,0,0,0,0,0,0,0,10
SSC41006,13,5,4,3,0,3,0,7,3,41
SSC41007,0,0,0,3,0,0,3,0,0,10
SSC41008,10,5,15,17,5,15,12,14,3,89
SSC41009,12,8,7,3,4,3,3,3,0,46
SSC41010,0,0,0,3,6,0,0,3,0,17
SSC41011,9,9,3,13,4,8,5,13,0,62
SSC41012,113,287,46,58,96,58,12,29,6,704
SSC41013,18,0,0,0,4,0,0,3,0,21
SSC41014,68,132,100,79,126,85,39,76,15,730
SSC41015,85,79,51,53,68,38,24,41,7,448
SSC41016,11,11,3,3,4,3,3,6,0,41
SSC41017,40,63,76,60,68,63,49,71,3,498
SSC41018,6,0,0,0,0,0,0,0,0,9
SSC41019,12,3,0,0,0,0,0,3,0,26
SSC41020,205,456,299,280,357,294,126,225,34,2291
SSC41021,13,3,3,0,0,0,0,6,0,30
SSC41022,0,0,0,0,0,0,0,0,0,0
SSC41023,24,4,9,11,6,3,4,24,5,95
SSC41024,24,0,0,0,0,0,0,4,0,31
SSC41025,8,13,14,10,14,11,4,15,3,90
SSC41026,134,213,269,216,205,192,109,207,26,1577
SSC41027,8,3,3,0,0,3,0,0,0,13
SSC41028,70,67,84,70,64,61,18,67,7,512
SSC41029,521,1298,197,387,390,272,61,136,41,3305
SSC41030,25,39,23,15,23,21,15,16,0,186
SSC41031,4,3,0,0,0,0,0,0,0,11
SSC41032,136,274,104,126,152,93,20,80,10,1009
SSC41033,0,0,0,0,0,0,0,0,0,0
SSC41034,332,430,423,370,483,276,209,248,44,2827
SSC41035,13,9,22,19,11,10,7,18,0,114
SSC41036,160,317,183,184,228,112,66,119,17,1386
SSC41037,23,17,26,15,22,17,15,24,0,176
SSC41038,3,0,0,0,0,0,0,0,0,6
SSC41039,0,0,0,0,0,0,0,0,0,3
SSC41040,9,8,20,13,16,13,9,36,0,127
SSC41041,106,293,186,205,203,114,105,241,34,1489
SSC41042,398,1075,320,328,494,266,108,210,45,3239
SSC41043,43,72,24,32,27,14,13,13,10,240
SSC41044,457,1272,205,319,354,247,40,137,40,3070
SSC41045,0,0,0,0,0,0,0,0,0,0
SSC41046,166,226,101,123,205,96,41,70,12,1037
SSC41047,8,3,3,3,3,4,9,3,0,35
SSC41048,14,0,0,0,0,0,0,4,0,24
SSC41049,331,331,421,278,362,246,236,627,35,2874
SSC41050,5,0,5,0,3,0,0,3,0,17
SSC41051,3,3,0,0,0,0,0,4,0,16
SSC41052,130,240,236,178,203,119,78,92,18,1302
SSC41053,60,68,131,120,77,75,68,101,15,720
SSC41054,79,101,54,44,56,50,17,45,6,451
SSC41055,186,390,189,187,256,161,59,143,18,1593
SSC41056,3,0,0,0,0,0,0,0,0,3
SSC41057,125,367,189,248,221,165,62,146,25,1546
SSC41058,57,35,24,22,34,17,19,26,6,234
SSC41059,0,0,0,0,0,0,0,0,0,4
SSC41060,0,0,0,0,0,0,4,0,0,9
SSC41061,64,79,121,93,91,73,48,72,14,654
SSC41062,126,232,293,207,268,180,101,175,15,1586
SSC41063,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0
SSC41065,80,90,113,58,92,53,32,57,4,574
SSC41066,167,192,232,158,245,159,78,131,21,1372
SSC41067,0,0,3,0,0,0,0,0,0,3
SSC41068,13,8,7,8,0,0,3,20,0,58
SSC41069,68,37,41,36,15,19,6,29,5,254
SSC41070,70,98,129,118,124,67,77,100,19,793
SSC41071,62,97,192,128,107,86,83,178,14,942
SSC41072,4,0,0,0,0,0,0,0,0,3
SSC41073,5,0,0,0,0,0,4,5,0,23
SSC41074,44,103,23,47,45,31,14,25,3,338
SSC41075,45,12,27,28,13,11,27,33,0,194
SSC41076,44,17,15,7,11,12,15,37,3,162
SSC41077,17,30,18,11,11,9,3,5,0,105
SSC41078,24,24,10,4,7,9,3,5,0,86
SSC41079,15,3,6,3,6,0,0,8,0,35
SSC41080,0,0,0,0,0,0,0,0,0,3
SSC41081,5,9,3,8,5,3,0,9,3,41
SSC41082,13,9,12,6,8,4,8,14,0,76
SSC41083,4,0,0,0,0,0,0,0,0,5
SSC41084,152,294,114,124,147,84,31,70,11,1027
SSC41085,215,370,500,403,380,293,246,354,45,2806
SSC41086,96,156,218,181,142,127,127,196,21,1266
SSC41087,99,186,199,168,173,120,103,157,27,1223
SSC41088,7,3,0,3,0,0,0,8,0,12
SSC41089,45,32,37,14,37,12,5,23,3,215
SSC41090,325,637,438,354,468,331,146,316,39,3043
SSC41091,0,8,0,0,0,0,0,0,0,15
SSC41092,518,723,983,949,781,696,732,1204,118,6704
SSC41093,595,589,1082,905,1015,789,916,1252,122,7271
SSC41094,0,0,0,0,0,0,0,3,0,3
SSC41095,0,0,0,0,0,0,0,0,0,0
SSC41096,25,4,0,0,9,3,3,7,0,43
SSC41097,4,3,10,8,6,8,11,14,0,62
SSC41098,52,5,13,0,3,8,3,21,0,110
SSC41099,79,61,61,47,65,35,43,128,8,521
SSC41100,25,8,14,14,16,5,7,7,0,98
SSC41101,111,279,176,177,173,132,44,127,9,1224
SSC41102,357,1041,189,246,302,224,37,107,24,2519
SSC41103,0,0,0,0,0,0,0,0,0,0
SSC41104,22,3,13,11,3,3,0,20,0,77
SSC41105,33,3,0,4,0,4,3,10,0,54
SSC41106,12,0,0,0,3,4,6,0,0,26
SSC41107,135,317,138,131,176,119,35,109,14,1178
SSC41108,28,3,6,3,0,4,8,16,0,68
SSC41109,10,0,4,5,3,3,3,3,0,37
SSC41110,135,359,134,122,165,85,38,82,12,1118
SSC41111,101,217,86,102,110,82,26,70,8,802
SSC41112,22,3,3,3,3,0,3,7,0,49
