SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40324,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,3,24,24,29,18,0,0,99
SSC40325,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,6,13,6,0,0,0,37
SSC40326,3,3,7,7,8,0,3,0,0,27,3,0,3,3,3,0,0,0,0,15,29,62,87,130,162,83,13,3,0,572
SSC40327,0,3,21,14,12,5,0,0,0,61,9,6,15,5,13,7,0,0,0,65,68,174,469,301,304,180,31,4,0,1535
SSC40328,0,4,7,8,0,9,4,0,0,20,0,3,3,0,7,3,0,0,0,22,26,54,104,98,142,127,25,0,3,574
SSC40329,0,0,0,0,3,0,0,0,0,12,0,0,0,3,7,0,0,0,0,12,15,36,16,26,74,72,9,0,0,250
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,10,15,3,0,0,51
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,3,13,12,13,0,0,0,41,0,3,7,8,10,0,3,0,0,36,69,108,243,299,330,193,48,8,0,1302
SSC40333,3,3,5,3,3,0,0,0,0,19,4,0,3,0,0,4,0,0,0,12,24,39,80,94,114,77,32,8,0,464
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,13
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,31
SSC40336,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,11,6,6,3,0,0,38
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC40338,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,9,5,30,18,36,30,12,6,0,147
SSC40339,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,14,19,21,42,50,38,16,0,0,207
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,15,14,4,0,0,43
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,14,3,0,0,44
SSC40347,0,3,4,3,4,5,0,0,0,17,0,3,7,6,4,4,0,0,0,33,31,66,115,149,123,76,16,0,3,570
SSC40348,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,14
SSC40349,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,8,7,8,10,0,0,0,33
SSC40350,5,6,18,11,11,7,3,0,0,57,7,11,24,21,22,11,0,0,0,100,69,176,396,302,311,223,40,3,3,1517
SSC40351,0,8,17,4,4,8,0,0,0,41,0,0,8,5,11,3,0,0,0,26,48,116,288,330,271,151,31,0,0,1238
SSC40352,0,0,3,0,9,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,7,6,15,28,43,39,6,0,0,148
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,16
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9
SSC40357,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,3,17,21,20,10,3,0,75
SSC40358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,11,9,5,0,0,53
SSC40359,3,12,12,22,19,15,14,0,0,93,3,8,9,16,21,8,0,0,0,65,91,143,334,427,361,322,84,7,0,1784
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12
SSC40361,0,0,0,4,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,10,16,45,121,93,87,63,11,0,0,434
SSC40362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,6,0,0,0,36
SSC40363,0,0,3,4,0,0,0,0,0,17,0,0,8,3,0,0,0,0,0,6,5,48,137,71,30,29,0,0,0,325
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,10,0,0,0,31
SSC40365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,3,17,13,0,0,0,37
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,0,4,16,16,8,9,0,0,0,63,0,3,8,13,6,8,0,0,0,37,50,118,311,280,224,205,34,0,0,1230
SSC40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,7,14,0,0,0,34
SSC40369,0,0,7,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,13,3,9,21,14,20,13,3,0,0,88
SSC40370,0,0,0,3,4,3,0,0,0,7,0,0,3,0,3,3,0,0,0,10,5,17,23,26,42,41,4,0,0,167
SSC40371,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,15,16,0,0,0,42
SSC40372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,8,5,0,0,32
SSC40373,0,0,3,0,0,3,0,0,0,12,0,0,8,3,6,4,3,0,0,25,12,20,53,36,40,38,11,0,0,209
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SSC40375,0,0,4,7,8,3,0,0,0,27,0,0,5,3,13,6,0,0,0,28,32,62,147,188,222,140,57,3,0,842
SSC40376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,8,3,8,0,0,42
SSC40377,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,12,12,19,10,0,0,0,60
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10
SSC40379,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,4,13,10,14,18,0,0,0,67
SSC40380,3,0,0,0,0,3,3,0,0,13,0,3,4,4,0,0,0,0,0,15,10,38,80,84,73,79,26,3,0,391
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8
SSC40382,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,10
SSC40383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,14,16,19,16,10,0,0,87
SSC40384,3,4,8,5,3,4,0,0,0,23,0,0,4,3,12,3,0,0,0,24,37,54,108,90,160,115,36,0,0,596
SSC40385,3,6,11,8,12,6,3,4,0,50,4,0,3,13,9,7,3,0,0,43,95,137,207,293,382,251,91,7,0,1464
SSC40386,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,8,15,31,42,47,26,4,0,177
SSC40387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,17,20,13,5,0,0,70
SSC40388,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,33,115,58,14,4,3,3,0,0,237
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,8,14,30,28,38,10,0,0,134
SSC40391,6,13,15,18,13,20,3,0,0,89,4,7,15,16,9,7,0,0,0,53,90,217,568,403,338,295,41,5,0,1956
SSC40392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,13,18,16,16,0,0,0,66
SSC40393,0,0,3,3,0,11,0,0,0,18,0,0,3,3,4,0,0,0,0,9,16,36,62,72,78,43,3,0,0,304
SSC40394,3,11,16,15,5,13,0,0,0,63,3,8,12,13,13,11,0,0,0,61,83,158,346,250,292,220,33,3,0,1386
SSC40395,3,3,13,5,10,0,3,0,0,39,3,5,22,20,8,3,0,0,0,64,67,129,272,257,250,173,31,3,0,1175
SSC40396,0,0,6,6,5,4,3,0,0,19,0,7,15,3,8,11,0,0,0,48,35,64,127,90,121,102,21,0,0,566
SSC40397,3,3,11,7,7,0,3,0,0,38,0,9,12,14,5,11,3,0,0,53,26,112,249,155,179,125,12,0,0,854
SSC40398,0,5,5,10,4,4,0,0,0,35,7,3,16,9,6,11,0,0,0,52,43,148,283,197,186,124,24,4,0,1002
SSC40399,0,0,7,7,10,3,0,0,0,30,0,4,13,4,12,3,0,0,0,37,24,86,145,120,133,83,7,0,0,609
SSC40400,5,3,13,13,10,5,0,0,0,53,5,12,6,8,17,4,3,0,0,58,45,98,208,194,238,149,26,3,0,955
SSC40401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,30,28,37,35,4,0,0,156
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,9,9,3,0,0,37
SSC40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,17,20,9,3,0,56
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,0,0,0,28
SSC40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,9,14,4,0,0,0,38
SSC40406,0,7,12,14,13,12,4,0,0,58,0,3,5,9,5,3,6,3,0,36,63,72,182,219,293,273,111,10,0,1220
SSC40407,0,10,27,16,20,10,3,0,0,90,0,19,37,23,16,3,3,0,0,97,85,211,742,531,371,234,48,3,0,2223
SSC40408,0,0,3,0,5,4,0,0,0,9,0,0,0,8,3,0,0,0,0,13,34,45,47,102,184,123,35,5,0,583
SSC40409,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,4,9,0,3,3,0,25
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40411,3,3,3,6,10,3,4,0,0,31,3,0,5,0,8,0,0,0,0,22,27,54,168,165,165,115,27,0,0,722
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,24
SSC40413,3,0,0,4,3,0,0,0,0,7,0,0,3,0,0,0,3,3,0,16,18,20,43,66,89,86,18,9,3,335
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40416,0,0,8,8,5,3,0,0,0,22,0,4,9,6,5,3,0,0,0,27,29,58,192,168,170,81,17,3,0,718
SSC40417,4,9,17,8,3,0,0,0,0,42,3,0,9,7,8,3,0,0,0,27,57,87,211,164,177,115,18,0,0,831
SSC40418,0,16,18,7,13,3,0,0,0,52,3,3,15,3,4,4,0,0,0,29,43,125,273,140,124,116,21,0,0,840
SSC40419,0,3,10,8,18,17,0,0,0,60,3,10,14,13,9,5,0,0,0,54,132,158,354,427,486,334,43,10,0,1942
SSC40420,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,13,38,33,36,19,0,0,0,139
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,0,0,13
SSC40422,0,0,3,5,3,0,3,0,0,16,0,0,9,5,0,3,0,0,0,14,22,42,144,123,69,73,14,0,0,491
SSC40423,0,0,0,0,0,3,0,0,0,7,0,0,3,0,5,3,0,0,0,20,21,49,92,107,137,116,15,0,0,547
SSC40424,5,12,17,23,22,11,3,0,0,89,4,9,5,8,18,11,3,0,0,53,102,151,335,415,409,275,83,5,0,1778
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,0,0,0,25
SSC40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,11,24,24,40,4,0,0,120
SSC40428,0,7,5,13,3,4,5,0,0,44,0,4,9,5,4,7,0,0,0,33,29,65,208,213,179,140,41,3,0,877
SSC40429,7,4,22,23,19,9,0,0,0,81,0,8,17,20,22,9,0,0,0,78,46,176,412,424,341,183,34,0,0,1614
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,10,3,0,0,42
SSC40431,0,9,41,27,34,26,11,3,0,147,0,8,28,23,26,15,0,5,0,102,109,251,779,613,596,327,58,20,0,2749
SSC40432,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,4,15,35,30,36,12,4,0,137
SSC40433,0,0,6,3,5,3,0,0,0,20,0,3,4,0,8,0,3,0,0,18,34,70,167,161,145,69,19,0,0,670
SSC40434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,9,3,0,0,29
SSC40435,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,19
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,9,3,0,0,25
SSC40437,0,0,3,0,7,0,0,0,0,15,0,0,3,0,0,3,3,0,0,15,25,37,83,64,78,91,19,3,0,394
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40439,8,27,40,56,69,42,9,0,0,247,4,18,5,28,33,18,13,0,0,114,303,450,735,1088,1278,994,249,16,0,5122
SSC40440,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,9,3,14,15,19,14,10,0,0,90
SSC40441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,8,5,29,40,27,14,4,0,129
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,3,10,25,20,42,13,0,0,0,118,0,3,10,14,24,14,3,0,0,75,138,187,505,540,547,313,71,12,3,2309
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,9,16,4,0,0,46
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13
SSC40446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7,24,0,0,0,45
SSC40447,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,6,20,16,33,30,12,0,0,118
SSC40448,0,0,9,3,4,9,0,0,0,35,0,0,3,6,0,5,0,0,0,15,27,50,177,185,150,117,16,3,0,737
SSC40449,0,0,3,0,3,3,0,0,0,9,0,0,4,0,0,0,0,0,0,11,4,18,33,19,63,44,18,0,0,206
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,12,3,0,0,20
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,0,0,15
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,0,8,0,0,27
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,12,10,3,15,7,0,0,46
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
SSC40460,0,5,10,15,6,7,0,0,0,38,3,8,3,3,11,4,0,0,0,31,55,93,247,238,224,155,30,3,0,1044
SSC40461,0,0,3,4,5,5,4,0,0,19,0,0,0,8,0,4,0,0,0,13,13,27,96,108,123,52,17,0,0,436
SSC40462,0,3,3,6,17,5,0,5,0,40,3,0,3,5,5,10,4,3,0,31,83,96,183,235,314,225,39,10,3,1190
SSC40463,3,9,14,23,34,19,6,0,0,113,4,13,11,26,24,18,3,0,3,108,160,273,503,594,765,440,137,13,4,2904
SSC40464,0,3,17,6,9,12,5,0,0,61,0,0,8,8,4,3,0,0,0,38,63,165,348,409,425,302,89,14,3,1810
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,6,10,8,14,22,6,0,0,71
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,14,31,33,52,53,8,0,0,208
SSC40470,0,5,0,4,3,3,0,0,0,21,0,0,0,5,7,3,0,0,0,20,35,36,39,108,145,92,18,0,0,475
SSC40471,0,22,17,17,15,26,10,0,0,94,5,4,18,6,15,10,3,0,0,64,158,236,402,431,600,478,83,3,0,2392
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,8,0,4,14,20,4,8,5,0,0,54
SSC40474,4,6,9,10,11,7,0,0,0,57,0,9,4,10,5,9,3,3,0,41,66,136,186,189,295,203,31,5,0,1107
SSC40475,0,0,3,0,0,4,0,0,0,8,0,0,3,3,0,0,3,0,0,9,23,28,73,52,70,73,12,0,0,322
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,15,16,0,0,0,45
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,12,15,10,0,0,59
SSC40478,0,0,3,3,3,0,0,0,0,13,0,0,5,4,0,0,3,0,0,15,12,20,56,62,43,22,9,0,0,229
SSC40479,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,21,9,0,0,55
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,4,0,0,0,26
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40485,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,33,44,27,19,3,0,0,137
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,9,3,3,0,0,23
SSC40487,0,3,4,0,3,0,0,0,0,14,0,3,5,3,7,4,7,0,0,20,24,85,139,126,135,135,57,5,0,702
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11
SSC40489,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,14,8,12,11,0,0,55
SSC40490,0,5,18,10,11,6,0,0,0,65,3,11,11,6,6,5,0,0,0,48,52,129,386,386,273,174,32,3,0,1435
SSC40491,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,8,3,15,14,0,0,0,42
SSC40492,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,10,12,22,36,46,65,65,21,0,3,274
SSC40493,3,4,5,6,15,11,0,0,0,44,3,3,5,13,7,11,3,0,0,46,79,172,297,336,332,239,48,4,0,1504
SSC40494,0,0,3,5,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,11,16,57,84,73,41,12,0,0,295
SSC40495,5,3,0,0,0,4,4,0,0,19,0,3,10,3,8,3,5,0,0,34,52,67,111,168,193,182,66,8,0,842
SSC40496,0,4,3,13,3,0,0,0,0,30,0,3,3,3,9,0,0,3,0,16,38,74,145,243,228,160,50,12,0,941
SSC40497,0,0,0,3,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,10,14,5,26,39,56,35,12,3,0,189
SSC40498,0,0,3,3,5,5,3,0,0,18,0,0,3,0,0,0,0,0,0,3,14,24,44,55,86,65,15,0,3,306
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,7,12,6,9,7,3,0,0,45,0,3,20,7,8,7,5,0,0,62,49,117,354,278,251,267,113,16,3,1453
SSC40501,3,7,11,20,18,12,4,0,0,76,3,8,9,20,15,14,3,0,0,77,104,185,407,420,429,387,82,11,0,2027
SSC40502,3,7,21,27,34,20,7,3,0,126,0,8,22,15,23,5,7,0,0,92,99,310,781,666,686,551,147,21,0,3258
SSC40503,0,8,6,6,11,3,3,0,0,45,0,4,10,9,8,12,5,0,0,44,40,104,205,199,256,222,61,4,0,1087
SSC40504,0,11,16,18,21,14,3,0,0,81,0,3,4,14,14,11,4,0,3,54,121,240,504,591,578,470,101,10,4,2606
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,10,5,0,0,0,51
SSC40506,0,0,3,5,9,9,3,0,0,30,0,0,8,6,4,7,0,0,0,25,26,57,174,209,209,113,59,12,3,866
SSC40507,0,0,3,3,3,3,0,0,0,15,0,0,6,4,7,8,4,0,0,22,31,59,137,192,212,181,69,9,0,884
SSC40508,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,10,7,10,24,27,36,29,6,0,0,147
SSC40509,3,3,5,4,7,3,0,0,0,23,3,3,3,0,6,5,0,0,0,24,28,24,57,93,144,85,32,7,0,462
SSC40510,0,0,3,6,3,9,0,0,0,26,0,7,5,7,10,0,0,0,0,32,30,48,187,189,148,79,22,3,0,709
SSC40511,8,16,35,44,41,29,12,0,0,194,11,15,19,36,31,22,8,7,0,146,357,471,845,1040,1365,884,149,9,3,5125
SSC40512,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,8,7,29,30,25,20,6,0,0,117
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,0,0,0,27
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7
SSC40515,4,0,10,7,13,3,4,0,0,46,0,6,6,11,8,3,4,3,0,36,45,114,395,375,291,237,60,3,0,1526
SSC40516,0,4,4,0,3,9,0,0,0,21,0,0,6,0,4,9,4,0,3,32,30,42,64,84,145,153,36,3,3,557
SSC40517,0,3,6,12,5,7,0,0,0,33,0,0,5,12,0,3,0,0,0,21,33,33,109,133,159,150,33,0,0,643
SSC40518,0,0,0,0,3,6,0,0,0,16,0,0,3,0,3,0,0,0,0,7,13,18,40,50,73,79,26,3,0,305
SSC40519,0,0,3,0,0,4,0,0,0,10,0,0,0,0,3,3,0,0,0,5,8,18,44,45,77,87,24,3,0,301
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,18
SSC40521,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,27,14,14,52,24,8,3,0,140
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,15
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,11,3,0,0,33
SSC40524,3,12,21,29,21,26,3,0,0,118,0,3,17,24,23,14,9,4,0,88,123,216,487,542,671,484,121,14,3,2661
SSC40525,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,4,17,22,14,8,0,0,0,67
SSC40526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,11,12,0,3,0,38
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,7,7,0,0,0,25
SSC40528,0,3,18,9,12,5,0,0,0,51,5,3,14,9,6,8,0,0,0,49,47,98,476,325,154,149,16,0,0,1263
SSC40529,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,19,8,40,69,55,33,12,0,0,232
