SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40656,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,8,0,4,3,0,0,27
SSC40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
SSC40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,3,4,13,5,0,0,0,32
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8
SSC40660,0,3,0,3,4,15,43,37,18,125,0,0,0,0,0,0,0,0,0,0,4,3,13,9,33,27,38,25,4,162,70,128,290,300,433,426,388,177,53,2272
SSC40661,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,17,0,13,22,7,18,18,3,3,6,86
SSC40662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12
SSC40663,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,0,9,6,5,4,5,0,0,45
SSC40664,0,0,5,0,0,7,16,22,17,64,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,17,9,5,39,8,22,35,44,64,75,76,58,35,406
SSC40665,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,0,21
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,6,10,8,15,12,3,0,0,56
SSC40668,0,0,5,3,0,11,28,27,10,80,0,0,0,0,0,0,0,0,0,0,8,7,14,13,10,22,24,7,12,118,28,63,135,170,150,203,161,78,55,1042
SSC40669,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,13
SSC40670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,4,0,11,12,14,10,8,0,0,52
SSC40671,0,0,3,0,0,0,10,21,12,49,0,0,0,0,0,0,0,0,4,6,5,5,17,10,10,21,9,23,15,107,28,131,268,237,219,218,180,123,70,1487
SSC40672,0,0,0,0,0,4,6,20,19,51,0,0,0,0,0,3,0,0,0,6,3,6,11,12,10,14,17,8,12,92,45,188,316,303,278,298,265,182,148,2021
SSC40673,3,0,0,3,0,5,14,23,11,61,0,0,0,0,0,0,3,0,0,3,5,3,7,9,12,21,17,3,7,83,79,174,236,295,378,305,232,131,61,1890
SSC40674,0,0,3,3,0,0,6,3,0,14,0,0,3,0,0,3,0,0,0,6,0,4,27,14,10,6,3,10,0,74,25,108,261,173,119,110,109,60,15,979
SSC40675,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,15,13,19,30,54,41,29,4,0,205
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,3,6,0,0,45
SSC40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,10,13,7,4,5,0,44
SSC40678,0,0,0,0,0,3,3,9,4,23,0,0,0,0,0,0,0,0,0,0,3,4,7,0,11,15,6,6,3,52,39,52,95,120,196,188,117,51,9,867
SSC40679,0,0,0,0,0,0,6,11,3,18,0,0,0,0,0,0,3,4,0,9,0,11,14,4,7,9,0,3,0,51,26,90,167,123,100,42,42,28,3,623
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,9,3,0,0,29,5,10,33,36,45,58,35,9,0,237
SSC40682,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,3,7,13,7,3,0,38
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,8,0,0,3,0,12,3,0,0,0,16
SSC40684,0,0,0,3,8,24,98,103,48,285,0,0,0,0,0,0,6,9,7,19,5,8,7,11,17,22,29,28,10,144,85,207,378,346,491,445,461,314,107,2831
SSC40685,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,3,16,9,3,3,3,0,37
SSC40686,3,22,38,55,40,67,73,68,50,419,3,28,55,73,55,51,32,19,9,326,23,36,91,96,78,64,46,44,13,495,160,444,1009,795,642,560,378,208,97,4284
SSC40687,0,0,3,10,4,16,43,51,36,154,0,0,0,0,3,4,4,4,3,28,3,8,22,14,19,15,8,18,11,112,40,133,227,205,236,163,135,124,85,1348
SSC40688,0,0,0,0,0,9,20,26,14,74,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,13,4,8,3,45,13,28,74,50,64,92,84,69,30,499
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,13
SSC40690,0,0,0,0,0,4,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,4,19,13,32,46,52,53,79,75,44,62,450
SSC40691,0,0,3,0,3,8,25,32,30,110,0,0,0,3,0,0,0,0,0,3,9,13,17,9,28,37,20,27,16,172,37,70,160,171,254,340,239,157,83,1501
SSC40692,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,9,0,0,0,30
SSC40693,0,0,0,0,0,0,8,13,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,0,18,0,11,14,43,38,54,48,27,5,245
SSC40694,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,14,8,5,0,41,8,27,51,53,78,107,86,25,17,441
SSC40695,0,0,3,0,0,12,36,37,18,107,0,0,0,0,0,0,0,0,0,3,0,0,9,12,12,13,24,21,15,111,23,51,141,133,141,210,239,157,59,1141
SSC40696,0,0,0,0,3,3,12,19,18,47,0,0,0,0,0,0,0,3,0,5,0,9,12,11,15,15,20,17,38,123,51,137,223,273,332,290,256,132,96,1792
SSC40697,0,0,9,9,12,18,69,105,56,276,3,0,6,3,16,10,3,9,5,63,11,13,68,56,45,53,32,71,74,423,144,443,1242,900,633,590,446,410,217,5027
SSC40698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,4,5,10,5,3,0,0,33
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12
SSC40702,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,29,23,39,28,5,4,0,147
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,12,0,11,23,19,26,30,16,5,3,149
SSC40705,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,11,23,7,15,4,0,0,65
SSC40706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,4,10,6,8,0,0,0,40
SSC40707,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,12,7,11,3,0,0,0,34,3,4,18,23,21,7,0,0,0,78
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3
SSC40709,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,10,10,4,0,0,42
SSC40710,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,8,5,7,3,4,3,0,37
SSC40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,13
SSC40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,9,10,6,0,45
SSC40713,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,3,11,4,10,6,0,52
SSC40714,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,19,6,14,16,28,46,33,18,6,3,182
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,9,4,11,3,0,51
SSC40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40718,0,0,0,0,0,10,13,23,0,51,0,0,0,0,0,0,0,5,0,12,0,0,5,6,13,14,10,3,3,60,15,20,57,59,90,73,54,38,7,417
SSC40719,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,16,3,3,19,14,38,46,24,14,0,157
SSC40720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11
SSC40721,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,0,7,7,7,12,6,0,0,39
SSC40722,0,0,5,5,7,7,20,24,17,88,0,0,4,0,0,0,0,3,3,9,6,8,21,19,17,9,16,6,3,104,67,351,705,414,262,212,141,79,52,2286
SSC40723,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,4,17,17,13,3,4,0,59
SSC40724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,12,9,4,0,0,42
SSC40725,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,14,17,14,16,13,3,0,81
SSC40726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,7,0,0,0,26
SSC40727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,3,0,0,28
SSC40728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,3,10,7,0,7,3,43
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,12
SSC40740,0,0,0,0,3,5,14,21,12,56,0,0,0,0,0,0,0,0,0,0,3,0,5,7,9,10,16,16,9,73,16,14,86,104,115,116,123,78,29,680
SSC40741,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,3,0,18,13,17,36,52,56,79,55,23,0,335
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40743,0,0,3,5,9,18,31,41,57,155,0,0,0,0,0,0,0,3,4,3,8,12,15,17,27,33,41,35,57,247,97,206,440,503,652,608,367,213,234,3318
SSC40744,3,0,3,3,4,17,41,60,69,206,0,0,0,0,0,3,0,0,0,10,8,0,18,21,24,19,21,17,23,150,98,196,522,459,535,450,314,225,165,2961
SSC40745,0,0,3,0,0,0,15,17,11,47,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,8,0,8,0,32,10,32,67,68,77,114,100,57,20,537
SSC40746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,14
SSC40747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,12,11,5,3,0,44
SSC40748,0,0,0,0,0,0,3,13,18,35,0,0,0,0,0,0,0,3,0,6,0,8,5,7,6,9,20,23,25,98,24,95,129,140,137,178,214,233,212,1363
SSC40749,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,8,18,22,9,6,0,87
SSC40750,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,3,4,7,8,11,8,5,0,53
SSC40751,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,6,9,7,0,0,0,38,4,14,30,30,57,34,3,0,0,173
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,11,3,3,0,32
SSC40753,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,18,11,15,49,58,82,90,48,22,4,388
SSC40754,0,3,0,8,16,19,43,13,9,108,0,0,0,3,0,3,3,0,0,9,15,9,22,25,47,38,24,3,0,175,104,188,267,425,630,413,230,70,18,2341
SSC40755,0,0,0,0,0,0,9,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,13,4,9,16,24,37,40,31,12,4,171
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,7,0,0,0,13
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC40758,0,0,0,3,0,3,9,7,13,35,0,0,0,0,0,0,0,0,0,3,0,0,8,13,4,19,27,36,73,178,33,103,176,272,207,226,232,164,164,1572
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,3,0,5,3,7,7,3,3,0,34
SSC40761,0,0,0,0,4,3,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,12,22,23,34,37,22,9,0,168
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SSC40763,3,0,0,0,3,4,15,16,11,48,0,0,0,0,0,0,0,0,0,0,8,9,13,20,14,19,31,6,0,120,87,158,279,446,463,374,293,80,27,2199
SSC40764,0,0,3,7,17,20,37,37,22,130,0,0,0,0,7,0,0,0,0,10,4,7,23,19,24,21,20,26,5,136,39,137,284,279,390,331,236,150,70,1935
SSC40765,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,8,20,18,12,11,3,0,71
SSC40766,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,5,3,14,11,16,20,23,0,0,93
SSC40767,0,0,0,0,0,12,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,3,0,3,0,20,5,10,30,22,48,58,20,13,3,210
SSC40768,0,0,3,3,11,16,59,105,56,253,0,0,0,3,6,3,3,11,7,36,5,17,28,23,32,30,25,34,67,257,132,334,676,659,800,688,542,444,284,4552
SSC40769,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,4,9,0,11,11,16,15,0,0,68
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,8,4,4,12,3,6,0,0,46
SSC40771,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,7,3,20,10,45,48,52,22,9,4,205
SSC40772,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,9,0,0,22
SSC40773,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,15,20,27,18,5,3,101
SSC40774,0,0,3,3,0,5,9,4,3,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,15,4,0,0,34,22,34,59,71,92,126,59,17,0,484
SSC40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,7,15,0,4,0,0,33
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,7,3,0,0,23
SSC40777,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,0,4,6,0,35
SSC40778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,15,25,40,40,30,8,0,163
SSC40779,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,17,5,20,25,47,88,75,57,14,0,340
SSC40780,0,0,0,0,0,6,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,25,4,18,12,33,24,35,32,9,0,167
SSC40781,0,0,0,0,0,0,9,13,11,31,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,10,17,3,3,62,40,145,209,262,330,285,223,109,54,1673
SSC40782,3,0,10,9,21,36,117,120,95,401,0,0,0,0,0,0,4,4,0,10,11,10,19,37,41,49,70,37,42,320,89,209,423,483,602,647,595,341,194,3586
SSC40783,0,0,0,0,0,7,19,11,4,43,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,9,14,3,3,51,20,40,75,106,128,90,83,35,14,609
SSC40784,0,0,0,0,0,3,12,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,3,3,35,8,18,43,53,84,113,69,23,18,432
SSC40785,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,9,0,0,0,3,6,0,7,3,5,24
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,7,0,0,10,0,0,0,22
SSC40787,3,0,0,0,4,9,28,25,4,70,0,0,0,0,0,0,0,0,0,3,13,7,16,30,34,16,22,21,0,156,58,96,197,277,295,257,213,114,16,1526
SSC40788,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,21,5,15,15,17,36,40,43,4,4,195
SSC40789,0,0,0,0,0,3,8,9,6,28,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,11,4,0,0,22,3,11,30,21,35,70,44,18,4,244
SSC40790,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,21,15,5,14,7,0,62
SSC40791,0,0,0,0,0,0,11,3,4,17,0,0,0,0,0,0,0,0,0,0,8,10,7,11,20,16,7,3,0,74,35,57,119,164,247,237,157,36,12,1059
SSC40792,0,0,0,0,3,3,15,5,3,25,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,15,8,5,3,45,5,32,47,54,91,106,56,16,6,424
SSC40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,4,0,10,20,23,9,12,0,0,83
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,14
SSC40795,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,8,0,10,12,6,0,0,43
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12
SSC40797,0,4,7,3,9,28,84,149,104,388,0,0,11,3,8,7,15,15,10,71,9,17,66,40,58,41,48,70,43,385,215,565,1235,1192,1192,909,760,608,364,7047
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,0,0,3,0,4,3,27,23,32,98,0,0,0,0,0,0,0,0,0,0,9,0,0,4,10,13,13,7,14,68,22,51,102,113,176,161,182,117,72,991
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,8,4,3,0,0,0,17
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,7,0,0,0,25
SSC40802,0,0,0,0,3,10,15,7,8,35,0,0,0,0,0,0,0,0,0,0,0,3,9,3,8,15,9,5,7,61,21,51,117,101,118,140,88,42,18,688
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,0,0,0,18
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6
SSC40805,0,0,0,0,0,6,7,21,27,58,0,0,0,0,0,0,0,3,0,5,3,5,3,12,4,24,21,12,3,87,64,172,175,296,381,397,305,128,108,2022
SSC40806,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,8,6,3,0,0,0,31
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,3,3,11,10,17,7,0,0,49
